line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names;standard characters
6351;spy;Sabaot;Sabaot language;regular;sdv-kln;Kalenjin;;;;;;
6352;sq;Albanian;Albanian language;regular;sqj;Albanian;sortkey;autodetect;;Latn,Grek,ota-Arab,Elba,Todr,Vith;;standard characters
6353;sqa;Shama-Sambuga;Shama-Sambuga language;regular;nic-kmk;Kamuku;;;;Latn;;
6354;sqh;Shau;Shau language;regular;nic-jer;Jera;;;;Latn;;
6355;sqj-pro;Proto-Albanian;Proto-Albanian language;reconstructed;sqj;Albanian;;;exceptional;Latn;;
6356;sqk;Albanian Sign Language;Albanian Sign Language;regular;sgn;sign;;;;;;
6357;sqm;Suma;Suma language;regular;alv-gbw;Western Gbaya;;;;;;
6358;sqn;Susquehannock;Susquehannock language;regular;iro-nor;North Iroquoian;;;;;;
6359;sqo;Sorkhei;Sorkhei language;regular;ira-kms;Komisenian;;;;;;
6360;sqq;Sou;Sou language;regular;mkh-ban;Bahnaric;;;;;;
6361;sqr;Siculo-Arabic;Siculo-Arabic language;regular;sem-arb;Arabic;;;;;;
6362;sqs;Sri Lankan Sign Language;Sri Lankan Sign Language;regular;sgn;sign;;;;;;
6363;sqt;Soqotri;Soqotri language;regular;sem-sar;Modern South Arabian;;;;Arab,Latn;;
6364;squ;Squamish;Squamish language;regular;sal;Salishan;;;;Latn;;
6365;sra;Saruga;Saruga language;regular;ngf-mad;Madang;;;;Latn;;
6366;srb;Sora;Sora language;regular;mun;Munda;;;;Sora;;
6367;sre;Sara;Sara language;regular;day;Land Dayak;;;;;;
6368;srf;Nafi;Nafi language;regular;poz-ocw;Western Oceanic;;;;;;
6369;srg;Sulod;Sulod language;regular;phi;Philippine;;;;;;
6370;srh;Sarikoli;Sarikoli language;regular;ira-shy;Shughni-Yazghulami;;;;Latn,ug-Arab,Cyrl;;
6371;sri;Siriano;Siriano language;regular;sai-tuc;Tucanoan;;;;Latn;;
6372;srk;Serudung Murut;Serudung Murut language;regular;poz-san;Sabahan;;;;;;
6373;srl;Isirawa;Isirawa language;regular;paa-tkw;Tor-Kwerba;;;;;;
6374;srm;Saramaccan;Saramaccan language;regular;crp;creole or pidgin;;;;Latn;;
6375;srn;Sranan Tongo;Sranan Tongo language;regular;crp;creole or pidgin;;;;Latn;;
6376;srq;Sirionó;Sirionó language;regular;tup-gua;Tupi-Guarani;;;;Latn;;
6377;srr;Serer;Serer language;regular;alv-fwo;Fula-Wolof;;;;Latn;;
6378;srs;Tsuut'ina;Tsuut'ina language;regular;ath-nor;North Athabaskan;;;;Latn;;
6379;srt;Sauri;Sauri language;regular;paa-egb;East Geelvink Bay;;;;;;
6380;sru;Suruí;Suruí language;regular;tup;Tupian;;;;Latn;Paíter,Suruí-Paíter,Suruí de Rondônia,Suruí do Jiparaná;
6381;srv;Waray Sorsogon;Waray Sorsogon language;regular;phi;Philippine;;;;;;
6382;srw;Serua;Serua language;regular;poz-cet;Central-Eastern Malayo-Polynesian;;;;;;
6383;srx;Sirmauri;Sirmauri language;regular;him;Western Pahari;;;;;;
6384;sry;Sera;Sera language;regular;poz-ocw;Western Oceanic;;;;Latn;;
6385;srz;Shahmirzadi;Shahmirzadi language;regular;ira-msh;Mazanderani-Shahmirzadi;;;;fa-Arab;;
6386;ss;Swazi;Swazi language;regular;bnt-ngu;Nguni;;autodetect;;Latn;;
6387;ssa-klk-pro;Proto-Kuliak;Proto-Kuliak language;reconstructed;ssa-klk;Kuliak;;;exceptional;Latn;;
6388;ssa-kom-pro;Proto-Koman;Proto-Koman language;reconstructed;ssa-kom;Koman;;;exceptional;Latn;;
6389;ssa-pro;Proto-Nilo-Saharan;Proto-Nilo-Saharan language;reconstructed;ssa;Nilo-Saharan;;;exceptional;Latn;;
6390;ssb;Southern Sama;Southern Sama language;regular;poz-sbj;Sama-Bajaw;;;;Latn;;
6391;ssc;Suba-Simbiti;Suba-Simbiti language;regular;bnt-lok;Logooli-Kuria;;;;Latn;;
6392;ssd;Siroi;Siroi language;regular;ngf-mad;Madang;;;;Latn;;
6393;sse;Balangingi;Balangingi language;regular;poz-sbj;Sama-Bajaw;;;;Latn;;
6394;ssf;Thao;Thao language;regular;map;Austronesian;;;;Latn;Sao;
6395;ssg;Seimat;Seimat language;regular;poz-aay;Admiralty Islands;;;;;;
6396;ssh;Shihhi Arabic;Shihhi Arabic language;regular;sem-arb;Arabic;;autodetect;;Arab;;
6397;ssi;Sansi;Sansi language;regular;inc-nwe;Northwestern Indo-Aryan;;;;;Bhilki;
6398;ssj;Sausi;Sausi language;regular;ngf-mad;Madang;;;;Latn;;
6399;ssk;Sunam;Sunam language;regular;sit-kin;Kinnauric;;;;;;
6400;ssl;Western Sisaala;Western Sisaala language;regular;nic-sis;Sisaala;;;;Latn;;
6401;ssm;Semnam;Semnam language;regular;mkh-asl;Aslian;;;;;;
6402;sso;Sissano;Sissano language;regular;poz-ocw;Western Oceanic;;;;Latn;;
6403;ssp;Spanish Sign Language;Spanish Sign Language;regular;sgn;sign;;;;;;
6404;ssq;So'a;So'a language;regular;poz-cet;Central-Eastern Malayo-Polynesian;;;;Latn;;
6405;ssr;Swiss-French Sign Language;Swiss-French Sign Language;regular;sgn;sign;;;;;Swiss French Sign Language;
6406;sss;Sô;Sô language;regular;mkh-kat;Katuic;;;;;;
6407;sst;Sinasina;Sinasina language;regular;ngf;Trans-New Guinea;;;;Latn;;
6408;ssu;Susuami;Susuami language;regular;ngf;Trans-New Guinea;;;;Latn;;
6409;ssv;Shark Bay;Shark Bay language;regular;poz-vnc;North-Central Vanuatu;;;;;;
6410;ssx;Samberigi;Samberigi language;regular;paa-eng;Engan;;;;Latn;;
6411;ssy;Saho;Saho language;regular;cus-eas;East Cushitic;;;;Latn,Ethi,Arab;;
6412;ssz;Sengseng;Sengseng language;regular;poz-ocw;Western Oceanic;;;;Latn;;
6413;st;Sotho;Sotho language;regular;bnt-sts;Sotho-Tswana;;autodetect;;Latn;;
6414;stb;Northern Subanen;Northern Subanen language;regular;phi;Philippine;;;;;;
6415;std;Sentinelese;Sentinelese language;regular;;;;;;;
6416;ste;Liana-Seti;Liana-Seti language;regular;poz-cma;Central Maluku;;;;;;
6417;stf;Seta;Seta language;regular;qfa-tor;Torricelli;;;;Latn;;
6418;stg;Trieng;Trieng language;regular;mkh-ban;Bahnaric;;;;;;
6419;sth;Shelta;Shelta language;regular;crp;creole or pidgin;;;;Latn;Cant;
6420;sti;Bulo Stieng;Bulo Stieng language;regular;mkh-ban;Bahnaric;;;;;;
6421;stj;Matya Samo;Matya Samo language;regular;dmn-sam;Samo;;;;Latn;;
6422;stk;Arammba;Arammba language;regular;ngf;Trans-New Guinea;;;;;;
6423;stm;Setaman;Setaman language;regular;ngf-okk;Ok;;;;Latn;;
6424;stn;Owa;Owa language;regular;poz-sls;Southeast Solomonic;;;;Latn;;
6425;sto;Stoney;Stoney language;regular;sio-dkt;Dakotan;;;;;;
6426;stp;Southeastern Tepehuan;Southeastern Tepehuan language;regular;azc;Uto-Aztecan;;;;Latn;;
6427;stq;Saterland Frisian;Saterland Frisian language;regular;gmw-fri;Frisian;;;;Latn;East Frisian,Eastern Frisian;
6428;str;Saanich;Saanich language;regular;sal;Salishan;;;;Latn;;
6429;sts;Shumashti;Shumashti language;regular;inc-kun;Kunar;;;;;;
6430;stt;Budeh Stieng;Budeh Stieng language;regular;mkh-ban;Bahnaric;;;;;;
6431;stu;Samtao;Samtao language;regular;mkh-pal;Palaungic;;;;;;
6432;stv;Silt'e;Silt'e language;regular;sem-eth;Ethiopian Semitic;;;;Ethi;;
6433;stw;Satawalese;Satawalese language;regular;poz-mic;Micronesian;;;;;;
6434;sty;Siberian Tatar;Siberian Tatar language;regular;trk-kno;Kipchak-Nogai;;;;Cyrl;;
6435;su;Sundanese;Sundanese language;regular;poz-msa;Malayo-Sumbawan;;;;Latn,Sund;;
6436;sua;Sulka;Sulka language;regular;qfa-iso;isolate;;;;;;
6437;sub;Suku;Suku language;regular;bnt-yak;Yaka;;;;Latn;;
6438;suc;Western Subanon;Western Subanon language;regular;phi;Philippine;;;;;;
6439;sue;Suena;Suena language;regular;ngf;Trans-New Guinea;;;;Latn;;
6440;sug;Suganga;Suganga language;regular;ngf-okk;Ok;;;;Latn;;
6441;sui;Suki;Suki language;regular;ngf;Trans-New Guinea;;;;Latn;;
6442;suk;Sukuma;Sukuma language;regular;bnt-tkm;Takama;;;;Latn;;
6443;suq;Suri;Suri language;regular;sdv;Eastern Sudanic;;;;;;
6444;sur;Mwaghavul;Mwaghavul language;regular;cdc-wst;West Chadic;;;;Latn;Sura,Mupun;
6445;sus;Susu;Susu language;regular;dmn-sya;Susu-Yalunka;;;;Latn;;
6446;sut;Subtiaba;Subtiaba language;regular;omq;Oto-Manguean;;;;Latn;;
6447;suv;Sulung;Sulung language;regular;sit-khb;Kho-Bwa;;;;;;
6448;suw;Sumbwa;Sumbwa language;regular;bnt-glb;Great Lakes Bantu;;;;Latn;;
6449;sux;Sumerian;Sumerian language;regular;qfa-iso;isolate;;;;Xsux,Latn;;
6450;suy;Suyá;Suyá language;regular;sai-nje;Northern Jê;;;;Latn;;
6451;suz;Sunwar;Sunwar language;regular;sit-kiw;Western Kiranti;;;;Deva,Sunu;;
6452;sv;Swedish;Swedish language;regular;gmq-eas;East Scandinavian;sortkey;;;Latn;;standard characters
6453;sva;Svan;Svan language;regular;ccs;Kartvelian;;;;Geor,Cyrl;;
6454;svb;Ulau-Suain;Ulau-Suain language;regular;poz-ocw;Western Oceanic;;;;Latn;;
6455;svc;Vincentian Creole English;Vincentian Creole English language;regular;crp;creole or pidgin;;;;Latn;;
6456;sve;Serili;Serili language;regular;poz-tim;Timoric;;;;;;
6457;svk;Slovakian Sign Language;Slovakian Sign Language;regular;sgn;sign;;;;;;
6458;svm;Slavomolisano;Slavomolisano language;regular;zls;South Slavic;;;;Latn;;
6459;svs;Savosavo;Savosavo language;regular;paa;Papuan;;;;Latn;;
6460;svx;Skalvian;Skalvian language;regular;bat-wes;West Baltic;;;;Latn;;
6461;sw;Swahili;Swahili language;regular;bnt-swh;Swahili;sortkey;;;Latn,Arab;;
6462;swb;Maore Comorian;Maore Comorian language;regular;bnt-com;Comorian;sortkey;;;Latn;;
6463;swf;Sere;Sere language;regular;nic-ser;Sere;;;;Latn;;
6464;swg;Swabian;Swabian language;regular;gmw-hgm;High German;;;;Latn;;
6465;swi;Sui;Sui language;regular;qfa-kms;Kam-Sui;sortkey;;;Latn,Shui,Hani;;
6466;swj;Sira;Sira language;regular;bnt-sir;Sira;;;;Latn;;
6467;swl;Swedish Sign Language;Swedish Sign Language;regular;sgn;sign;;;;;;
6468;swm;Samosa;Samosa language;regular;ngf-mad;Madang;;;;Latn;;
6469;swn;Sokna;Sokna language;regular;ber;Berber;;;;;Sawknah,Fezzan,Fogaha;
6470;swo;Shanenawa;Shanenawa language;regular;sai-pan;Panoan;;;;Latn;;
6471;swp;Suau;Suau language;regular;poz-ocw;Western Oceanic;;;;;;
6472;swq;Sharwa;Sharwa language;regular;cdc-cbm;Central Chadic;;;;Latn;;
6473;swr;Saweru;Saweru language;regular;;;;;;;
6474;sws;Seluwasan;Seluwasan language;regular;poz-cet;Central-Eastern Malayo-Polynesian;;;;;;
6475;swt;Sawila;Sawila language;regular;;;;;;;
6476;swu;Suwawa;Suwawa language;regular;phi;Philippine;;;;;;
6477;sww;Sowa;Sowa language;regular;poz-vnc;North-Central Vanuatu;;;;;;
6478;swx;Suruahá;Suruahá language;regular;auf;Arauan;;;;;Zuruahá,Suruaha,Suruwaha,Zuruaha,Índios do Coxodoá;
6479;swy;Sarua;Sarua language;regular;cdc-est;East Chadic;;;;Latn;;
6480;sxb;Suba;Suba language;regular;bnt-lok;Logooli-Kuria;;;;Latn;;
6481;sxc;Sicanian;Sicanian language;regular;;;;;;;
6482;sxe;Sighu;Sighu language;regular;bnt-kel;Kele;;;;Latn;;
6483;sxg;Shixing;Shixing language;regular;sit-nax;Naic;;;;Latn;Shuhi,Xumi;
6484;sxk;Southern Kalapuya;Southern Kalapuya language;regular;nai-klp;Kalapuyan;;;;;;
6485;sxl;Selonian;Selonian language;regular;bat-eas;East Baltic;;;;Latn;Selian;
6486;sxm;Samre;Samre language;regular;mkh-pea;Pearic;;;;;;
6487;sxn;Sangir;Sangir language;regular;phi;Philippine;;;;Latn;;
6488;sxo;Sorothaptic;Sorothaptic language;regular;;;;;;;
6489;sxr;Saaroa;Saaroa language;regular;map;Austronesian;;;;Latn;;
6490;sxs;Sasaru;Sasaru language;regular;alv-yek;Yekhee;;;;Latn;;
6491;sxw;Saxwe Gbe;Saxwe Gbe language;regular;alv-pph;Phla-Pherá;;;;;;
6492;sya;Siang;Siang language;regular;;;;;;;
6493;syb;Central Subanen;Central Subanen language;regular;phi;Philippine;;;;Latn;;
6494;syc;Classical Syriac;Classical Syriac language;regular;sem-are;Eastern Aramaic;;autodetect;;Syrc;;
6495;syd-fne;Forest Nenets;Forest Nenets language;regular;syd;Samoyedic;;autodetect;exceptional;Cyrl;;
6496;syd-pro;Proto-Samoyedic;Proto-Samoyedic language;reconstructed;syd;Samoyedic;;;exceptional;Latn;;
6497;syi;Seki;Seki language;regular;bnt-kel;Kele;;;;Latn;;
6498;syk;Sukur;Sukur language;regular;cdc-cbm;Central Chadic;;;;Latn;;
6499;syl;Sylheti;Sylheti language;regular;inc-eas;Eastern Indo-Aryan;;;;Sylo,Beng;;
6500;sym;Maya Samo;Maya Samo language;regular;dmn-sam;Samo;;;;Latn;;
6501;syn;Senaya;Senaya language;regular;sem-nna;Northeastern Neo-Aramaic;;;;;;
6502;syo;Suoy;Suoy language;regular;mkh-pea;Pearic;;;;;;
6503;sys;Sinyar;Sinyar language;regular;csu;Central Sudanic;;;;Latn;;
6504;syw;Kagate;Kagate language;regular;sit-kyk;Kyirong-Kagate;;;;Deva;;
6505;syx;Osamayi;Osamayi language;regular;bnt-kel;Kele;;;;Latn;Shamay,Samayi,Samay,Shamayi;
6506;syy;Al-Sayyid Bedouin Sign Language;Al-Sayyid Bedouin Sign Language;regular;sgn;sign;;;;;;
6507;sza;Semelai;Semelai language;regular;mkh-asl;Aslian;;;;;;
6508;szb;Ngalum;Ngalum language;regular;ngf-okk;Ok;;;;Latn;;
6509;szc;Semaq Beri;Semaq Beri language;regular;mkh-asl;Aslian;;;;;;
6510;szd;Seru;Seru language;regular;poz-bnn;North Bornean;;;;Latn;;
6511;sze;Seze;Seze language;regular;omv-mao;Mao;;;;Latn;;
6512;szg;Sengele;Sengele language;regular;bnt-mon;Mongo;;;;Latn;;
6513;szl;Silesian;Silesian language;regular;zlw-lch;Lechitic;;;;Latn;;
6514;szn;Sula;Sula language;regular;poz-cma;Central Maluku;;;;Latn;;
6515;szp;Suabo;Suabo language;regular;ngf-sbh;South Bird's Head;;;;Latn;Inanwatan;
6516;szv;Isubu;Isubu language;regular;bnt-saw;Sawabantu;;;;Latn;Isu,Isu (Fako Division),Isuwu,Suwu,Subu;
6517;szw;Sawai;Sawai language;regular;poz-hce;Halmahera-Cenderawasih;;;;Latn;Weda,Weda-Sawai,Kobe,Faya-Mafa,Messa-Dote;
6518;szy;Sakizaya;Sakizaya language;regular;map;Austronesian;;;;Latn;;
6519;ta;Tamil;Tamil language;regular;dra-tam;Tamiloid;;;;Taml;;
6520;taa;Lower Tanana;Lower Tanana language;regular;ath-nor;North Athabaskan;;;;Latn;Tanana,Middle Tanana;
6521;tab;Tabasaran;Tabasaran language;regular;cau-esm;Eastern Samur;sortkey;autodetect;;Cyrl,Latn,Arab;;
6522;tac;Lowland Tarahumara;Lowland Tarahumara language;regular;azc-trc;Taracahitic;;;;Latn;;
6523;tad;Tause;Tause language;regular;paa-lkp;Lakes Plain;;;;Latn;;
6524;tae;Tariana;Tariana language;regular;awd-nwk;Nawiki;;;;Latn;;
6525;taf;Tapirapé;Tapirapé language;regular;tup-gua;Tupi-Guarani;;;;Latn;;
6526;tag;Tagoi;Tagoi language;regular;nic-ras;Rashad;;;;Latn;;
6527;tai-pro;Proto-Tai;Proto-Tai language;reconstructed;tai;Tai;;;exceptional;Latn;;
6528;tai-swe-pro;Proto-Southwestern Tai;Proto-Southwestern Tai language;reconstructed;tai-swe;Southwestern Tai;;;exceptional;Latn;;
6529;taj;Eastern Tamang;Eastern Tamang language;regular;sit-tam;Tamangic;;autodetect;;sit-tam-Tibt,Deva;;
6530;tak;Tala;Tala language;regular;cdc-wst;West Chadic;;;;Latn;;
6531;tal;Tal;Tal language;regular;cdc-wst;West Chadic;;;;Latn;;
6532;tan;Tangale;Tangale language;regular;cdc-wst;West Chadic;;;;Latn;;
6533;tao;Yami;Yami language;regular;phi;Philippine;;;;Latn;Tao;
6534;tap;Taabwa;Taabwa language;regular;bnt-sbi;Sabi;;;;Latn;;
6535;tar;Central Tarahumara;Central Tarahumara language;regular;azc-trc;Taracahitic;sortkey;;;Latn;;
6536;tas;Tây Bồi;Tây Bồi language;regular;crp;creole or pidgin;sortkey;;;Latn;Tay Boi Pidgin French,Vietnamese Pidgin French;
6537;tau;Upper Tanana;Upper Tanana language;regular;ath-nor;North Athabaskan;;;;Latn;Tabesna,Nabesna;
6538;tav;Tatuyo;Tatuyo language;regular;sai-tuc;Tucanoan;;;;Latn;;
6539;taw;Tai;Tai language;regular;ngf-mad;Madang;;;;Latn;;
6540;tax;Tamki;Tamki language;regular;cdc-est;East Chadic;;;;Latn;;
6541;tay;Atayal;Atayal language;regular;map-ata;Atayalic;;;;Latn;;
6542;taz;Tocho;Tocho language;regular;alv-tal;Talodi;;;;Latn;;
6543;tba;Aikanã;Aikanã language;regular;qfa-iso;isolate;;;;;;
6544;tbb;Tapeba;Tapeba language;regular;;;;;;;
6545;tbc;Takia;Takia language;regular;poz-oce;Oceanic;;;;;;
6546;tbd;Kaki Ae;Kaki Ae language;regular;poz-ocw;Western Oceanic;;;;Latn;;
6547;tbe;Tanimbili;Tanimbili language;regular;poz-oce;Oceanic;;;;Latn;;
6548;tbf;Mandara;Mandara language;regular;poz-ocw;Western Oceanic;;;;Latn;;
6549;tbg;North Tairora;North Tairora language;regular;paa-kag;Kainantu-Goroka;;;;;;
6550;tbh;Thurawal;Thurawal language;regular;aus-yuk;Yuin-Kuric;;;;;;
6551;tbi;Gaam;Gaam language;regular;sdv-eje;Eastern Jebel;;;;Latn;Ingessana,Gaahmg;
6552;tbj;Tiang;Tiang language;regular;poz-ocw;Western Oceanic;;;;Latn;;
6553;tbk;Calamian Tagbanwa;Calamian Tagbanwa language;regular;phi-kal;Kalamian;;;;;;
6554;tbl;Tboli;Tboli language;regular;phi;Philippine;;;;;;
6555;tbm;Tagbu;Tagbu language;regular;nic-ser;Sere;;;;;;
6556;tbn;Barro Negro Tunebo;Barro Negro Tunebo language;regular;cba;Chibchan;;;;;;
6557;tbo;Tawala;Tawala language;regular;poz-ocw;Western Oceanic;;;;Latn;;
6558;tbp;Taworta;Taworta language;regular;paa-lkp;Lakes Plain;;;;Latn;Diebroud,Dabra;
6559;tbq-bdg-pro;Proto-Bodo-Garo;Proto-Bodo-Garo language;reconstructed;tbq-bdg;Bodo-Garo;;;exceptional;Latn;;
6560;tbq-gkh;Gokhy;Gokhy language;regular;tbq-sil;Siloid;;;exceptional;Latn;;
6561;tbq-kuk-pro;Proto-Kuki-Chin;Proto-Kuki-Chin language;reconstructed;tbq-kuk;Kukish;;;exceptional;Latn;Proto-Kukish;
6562;tbq-lal-pro;Proto-Lalo;Proto-Lalo language;reconstructed;tbq-lal;Lalo;;;exceptional;Latn;;
6563;tbq-laz;Laze;Laze language;regular;sit-nas;Naish;;;exceptional;Latn;Lare,Shuitianhua;
6564;tbq-lob-pro;Proto-Lolo-Burmese;Proto-Lolo-Burmese language;reconstructed;tbq-lob;Lolo-Burmese;;;exceptional;Latn;;
6565;tbq-lol-pro;Proto-Loloish;Proto-Loloish language;reconstructed;tbq-lol;Loloish;;;exceptional;Latn;Proto-Nisoic;
6566;tbq-mor;Moran;Moran language;regular;tbq-bdg;Bodo-Garo;;;exceptional;Latn;;
6567;tbq-ngo;Ngochang;Ngochang language;regular;tbq-brm;Burmish;;;exceptional;Latn;Ngachang;
6568;tbq-plg;Pai-lang;Pai-lang language;regular;tbq-lob;Lolo-Burmese;sortkey;;exceptional;Hani,Latn;;
6569;tbr;Tumtum;Tumtum language;regular;qfa-kad;Kadu;;;;;;
6570;tbs;Tanguat;Tanguat language;regular;paa;Papuan;;;;Latn;;
6571;tbt;Kitembo;Kitembo language;regular;bnt-shh;Shi-Havu;;;;Latn;Tembo;
6572;tbu;Tubar;Tubar language;regular;azc-trc;Taracahitic;;;;Latn;Tubare;
6573;tbv;Tobo;Tobo language;regular;ngf;Trans-New Guinea;;;;;;
6574;tbw;Tagbanwa;Tagbanwa language;regular;phi;Philippine;;;;Latn;;
6575;tbx;Kapin;Kapin language;regular;poz-ocw;Western Oceanic;;;;Latn;Middle Watut;
6576;tby;Tabaru;Tabaru language;regular;paa-nha;North Halmahera;;;;;;
6577;tbz;Ditammari;Ditammari language;regular;nic-eov;Eastern Oti-Volta;;;;;;
6578;tca;Ticuna;Ticuna language;regular;sai-tyu;Ticuna-Yuri;;;;Latn;Tikuna;
6579;tcb;Tanacross;Tanacross language;regular;ath-nor;North Athabaskan;;;;Latn;;
6580;tcc;Datooga;Datooga language;regular;sdv-nis;Southern Nilotic;;;;Latn;;
6581;tcd;Tafi;Tafi language;regular;alv-ktg;Ka-Togo;;;;;;
6582;tce;Southern Tutchone;Southern Tutchone language;regular;ath-nor;North Athabaskan;;;;Latn;;
6583;tcf;Malinaltepec Tlapanec;Malinaltepec Tlapanec language;regular;omq;Oto-Manguean;;;;Latn;;
6584;tcg;Tamagario;Tamagario language;regular;ngf;Trans-New Guinea;;;;;;
6585;tch;Turks and Caicos Creole English;Turks and Caicos Creole English language;regular;crp;creole or pidgin;;;;Latn;;
6586;tci;Wára;Wára language;regular;paa-yam;Yam;;;;;;
6587;tck;Tchitchege;Tchitchege language;regular;bnt-tek;Teke;;;;;;
6588;tcl;Taman (Myanmar);Taman (Myanmar) language;regular;sit-jnp;Jingphoic;;;;Latn;Taman,Taman (Burma);
6589;tcm;Tanahmerah;Tanahmerah language;regular;ngf;Trans-New Guinea;;;;;;
6590;tco;Taungyo;Taungyo language;regular;tbq-brm;Burmish;;;;;;
6591;tcp;Tawr Chin;Tawr Chin language;regular;tbq-kuk;Kukish;;;;;Tawr;
6592;tcq;Kaiy;Kaiy language;regular;paa-lkp;Lakes Plain;;;;;;
6593;tcs;Torres Strait Creole;Torres Strait Creole language;regular;crp;creole or pidgin;;;;Latn;Big Thap,Blaikman,Brokan,Broken,Broken English,Cape York Creole,Lockhart Creole,Papuan Pidgin English,Torres Strait Brokan,Torres Strait Broken,Torres Strait Pidgin,Yumplatok;
6594;tct;T'en;T'en language;regular;qfa-kms;Kam-Sui;;;;;;
6595;tcu;Southeastern Tarahumara;Southeastern Tarahumara language;regular;azc-trc;Taracahitic;;;;Latn;;
6596;tcw;Tecpatlán Totonac;Tecpatlán Totonac language;regular;nai-ttn;Totonacan;;;;Latn;;
6597;tcx;Toda;Toda language;regular;dra-tkt;Toda-Kota;;;;;;
6598;tcy;Tulu;Tulu language;regular;dra-tlk;Tulu-Koraga;;;;Tutg,Mlym,Knda;;
6599;tcz;Thado Chin;Thado Chin language;regular;tbq-kuk;Kukish;;;;;Thado;
6600;tda;Tagdal;Tagdal language;regular;son;Songhay;;;;;;
6601;tdb;Panchpargania;Panchpargania language;regular;inc-eas;Eastern Indo-Aryan;;;;Deva,as-Beng,Orya,Chis;;
6602;tdc;Emberá-Tadó;Emberá-Tadó language;regular;sai-chc;Chocoan;;;;Latn;;
6603;tdd;Tai Nüa;Tai Nüa language;regular;tai-swe;Southwestern Tai;;autodetect;;Tale;;
6604;tde;Tiranige Diga Dogon;Tiranige Diga Dogon language;regular;nic-dgw;West Dogon;;;;;;
6605;tdf;Talieng;Talieng language;regular;mkh-ban;Bahnaric;;;;;Taliang,Tariang,Kasseng;
6606;tdg;Western Tamang;Western Tamang language;regular;sit-tam;Tamangic;;autodetect;;sit-tam-Tibt,Deva;;
6607;tdh;Thulung;Thulung language;regular;sit-kiw;Western Kiranti;;;;;;
6608;tdi;Tomadino;Tomadino language;regular;poz-btk;Bungku-Tolaki;;;;Latn;;
6609;tdj;Tajio;Tajio language;regular;poz;Malayo-Polynesian;;;;;;
6610;tdk;Tambas;Tambas language;regular;cdc-wst;West Chadic;;;;;;
6611;tdl;Sur;Sur language;regular;nic-tar;Tarokoid;;;;;Tapshin;
6612;tdm;Taruma;Taruma language;regular;;;;;;Taruamá;
6613;tdn;Tondano;Tondano language;regular;phi;Philippine;;;;;;
6614;tdo;Teme;Teme language;regular;alv-mye;Mumuye-Yendang;;;;;;
6615;tdq;Tita;Tita language;regular;nic-bco;Benue-Congo;;;;;;
6616;tdr;Todrah;Todrah language;regular;mkh;Mon-Khmer;;;;;;
6617;tds;Doutai;Doutai language;regular;paa-lkp;Lakes Plain;;;;;Taori;
6618;tdt;Tetun Dili;Tetun Dili language;regular;crp;creole or pidgin;;;;Latn;Tetum Dili,Tetun Prasa,Tétum Praça,Tetun-Dili,Tetun-Prasa;
6619;tdu;Tempasuk Dusun;Tempasuk Dusun language;regular;poz-san;Sabahan;;;;;;
6620;tdv;Toro;Toro language;regular;nic-alu;Alumic;;;;;;
6621;tdy;Tadyawan;Tadyawan language;regular;phi;Philippine;;;;;;
6622;te;Telugu;Telugu language;regular;dra-tel;Teluguic;;;;Telu;;
6623;tea;Temiar;Temiar language;regular;mkh-asl;Aslian;;;;;;
6624;teb;Tetete;Tetete language;regular;sai-tuc;Tucanoan;;;;Latn;;
6625;tec;Terik;Terik language;regular;sdv-nma;Nandi-Markweta;;;;;;
6626;ted;Tepo Krumen;Tepo Krumen language;regular;kro-grb;Grebo;;;;;;
6627;tee;Huehuetla Tepehua;Huehuetla Tepehua language;regular;nai-ttn;Totonacan;;;;;;
6628;tef;Teressa;Teressa language;regular;aav-nic;Nicobarese;;;;;;
6629;teg;Teke-Tege;Teke-Tege language;regular;bnt-tek;Teke;;;;;;
6630;teh;Tehuelche;Tehuelche language;regular;sai-cho;Chonan;;;;Latn;Patagón,Chon,Chon Patagón,Chon Patagon,Aoniken,Aonikenk,Inaquen,Aonek'o 'ajen;
6631;tei;Torricelli;Torricelli language;regular;qfa-tor;Torricelli;;;;;;
6632;tek;Ibali Teke;Ibali Teke language;regular;bnt-tek;Teke;;;;;;
6633;tem;Temne;Temne language;regular;alv-mel;Mel;;;;;Timne,Themne,KaThemne;
6634;ten;Tama (Colombia);Tama (Colombia) language;regular;sai-tuc;Tucanoan;;;;Latn;Tama;
6635;teo;Ateso;Ateso language;regular;sdv-ttu;Teso-Turkana;;;;Latn;;
6636;tep;Tepecano;Tepecano language;regular;azc;Uto-Aztecan;;;;Latn;;
6637;teq;Temein;Temein language;regular;sdv;Eastern Sudanic;;;;;;
6638;ter;Tereno;Tereno language;regular;awd;Arawakan;;;;Latn;;
6639;tes;Tengger;Tengger language;regular;poz;Malayo-Polynesian;;;;;;
6640;tet;Tetum;Tetum language;regular;poz-tim;Timoric;;;;Latn;Tetun;
6641;teu;Soo;Soo language;regular;ssa-klk;Kuliak;;;;;;
6642;tev;Teor;Teor language;regular;poz-cma;Central Maluku;;;;;;
6643;tew;Tewa;Tewa language;regular;nai-kta;Kiowa-Tanoan;;;;Latn;Tano,Santa Clara Tewa,San Ildefonso Tewa,Tesuque Tewa,Nambe Tewa,Ohkay Owingeh,Pojoaque;
6644;tex;Tennet;Tennet language;regular;sdv;Eastern Sudanic;;;;;;
